Type    ,Id            ,Token                                                                                                                                                                                                                                                          ,Speaker
Morpheme,168#00:19:17#0,言ってた人と違うって俺                                                                                                                                                                                                                                                    ,
Morpheme,168#00:19:19#0,俺もそれじゃないから俺もはいはいはいと                                                                                                                                                                                                                                            ,
Morpheme,168#00:19:21#0,同じシステムだからイランイランも                                                                                                                                                                                                                                               ,
Morpheme,168#00:19:23#0,同じだから言いたくて言ったわけじゃないから                                                                                                                                                                                                                                          ,
Morpheme,168#00:19:25#0,一生懸命ダジャレの言い訳しちゃった                                                                                                                                                                                                                                              ,
Morpheme,168#00:19:27#0,情報に対して長しゃべった尺                                                                                                                                                                                                                                                  ,
Morpheme,168#00:19:29#0,情報に対して長しゃべった尺                                                                                                                                                                                                                                                  ,
Morpheme,168#00:19:31#0,言わずと酷いな                                                                                                                                                                                                                                                        ,
Morpheme,168#00:19:35#0,あのね今日わかりました                                                                                                                                                                                                                                                    ,
Morpheme,168#00:19:37#0,知識が足りなすぎる                                                                                                                                                                                                                                                      ,
Morpheme,168#00:19:39#0,この医学の問題                                                                                                                                                                                                                                                        ,
Morpheme,168#00:19:41#0,弱すぎてやばい                                                                                                                                                                                                                                                        ,
Morpheme,168#00:19:43#0,水野さんやっぱり理科全体ダメですね                                                                                                                                                                                                                                              ,
Morpheme,168#00:19:45#0,今日沈黙してるもんこの時間                                                                                                                                                                                                                                                  ,
Morpheme,168#00:19:47#0,確かに                                                                                                                                                                                                                                                            ,
Morpheme,168#00:19:49#0,理科弱すぎる                                                                                                                                                                                                                                                         ,
Morpheme,168#00:19:51#0,理科講座やった方がいいかもしれない                                                                                                                                                                                                                                              ,
Morpheme,168#00:19:53#0,本当そうね                                                                                                                                                                                                                                                          ,
Morpheme,168#00:19:55#0,水野さん高校生レベルに引き上げようの理科講座                                                                                                                                                                                                                                         ,
Morpheme,168#00:19:57#0,物理                                                                                                                                                                                                                                                             ,
Morpheme,168#00:19:59#0,生物は俺ちょっとわかる                                                                                                                                                                                                                                                    ,
Morpheme,168#00:20:01#0,俺よりできてるなって思うときあるもん                                                                                                                                                                                                                                             ,
Morpheme,168#00:20:03#0,生物はでも人体できてないから                                                                                                                                                                                                                                                 ,
Morpheme,168#00:20:05#0,確かに                                                                                                                                                                                                                                                            ,
Morpheme,168#00:20:07#0,人体はできないんですけど                                                                                                                                                                                                                                                   ,
Morpheme,168#00:20:09#0,原数分裂とかあるのやりましたね                                                                                                                                                                                                                                                ,
Morpheme,168#00:20:11#0,高校の時にね                                                                                                                                                                                                                                                         ,
Morpheme,168#00:20:13#0,物理科学                                                                                                                                                                                                                                                           ,
Morpheme,168#00:20:15#0,天体                                                                                                                                                                                                                                                             ,
Morpheme,168#00:20:17#0,あと理科の科目が                                                                                                                                                                                                                                                       ,
Morpheme,168#00:20:19#0,変な分け方だな                                                                                                                                                                                                                                                        ,
Morpheme,168#00:20:21#0,物理科学天体レベル感が                                                                                                                                                                                                                                                    ,
Morpheme,168#00:20:23#0,いや天体は知学っす                                                                                                                                                                                                                                                      ,
Morpheme,168#00:20:25#0,ひどいな                                                                                                                                                                                                                                                           ,
Morpheme,168#00:20:27#0,ひどいな                                                                                                                                                                                                                                                           ,
Morpheme,168#00:20:29#0,ポリポリ                                                                                                                                                                                                                                                           ,
Morpheme,168#00:20:31#0,科目わかってなかったもんね                                                                                                                                                                                                                                                  ,
Morpheme,168#00:20:33#0,天体物理やろ                                                                                                                                                                                                                                                         ,
Morpheme,168#00:20:35#0,物理法則に従ってるやろ                                                                                                                                                                                                                                                    ,
Morpheme,168#00:20:37#0,それ言ったら全部物理なの                                                                                                                                                                                                                                                   ,
Morpheme,168#00:20:39#0,歴史とか日本史とか物理なのにそれ言い出したら                                                                                                                                                                                                                                         ,
Morpheme,168#00:20:41#0,物理法則に従ってるから                                                                                                                                                                                                                                                    ,
Morpheme,168#00:20:43#0,じゃあやっぱり美術じゃないけどさ                                                                                                                                                                                                                                               ,
Morpheme,168#00:20:45#0,だからできねえんだ俺                                                                                                                                                                                                                                                     ,
Morpheme,168#00:20:47#0,いいですね大人の理科罪苦しくていいですね                                                                                                                                                                                                                                           ,
Morpheme,168#00:20:49#0,いつもやってんだよ自分が                                                                                                                                                                                                                                                   ,
Morpheme,168#00:20:51#0,俺もやってるわ                                                                                                                                                                                                                                                        ,
Morpheme,168#00:20:53#0,イカイオウなどの原因である                                                                                                                                                                                                                                                  ,
Morpheme,168#00:20:55#0,ピロリ菌ですが                                                                                                                                                                                                                                                        ,
Morpheme,168#00:20:57#0,当初分離培養がうまくいきませんでした                                                                                                                                                                                                                                             ,
Morpheme,168#00:20:59#0,培養が初めて成功したのは                                                                                                                                                                                                                                                   ,
Morpheme,168#00:21:01#0,1982年4月14日                                                                                                                                                                                                                                                     ,
Morpheme,168#00:21:03#0,オーストラリアの                                                                                                                                                                                                                                                       ,
Morpheme,168#00:21:05#0,ビョーリー・ウォーレント・マーシャルに                                                                                                                                                                                                                                            ,
Morpheme,168#00:21:07#0,よるものですがとある偶然があった                                                                                                                                                                                                                                               ,
Morpheme,168#00:21:09#0,ためとされていますその偶然とは                                                                                                                                                                                                                                                ,
Morpheme,168#00:21:11#0,何でしょう                                                                                                                                                                                                                                                          ,
Morpheme,168#00:21:13#0,へー                                                                                                                                                                                                                                                             ,
Morpheme,168#00:21:15#0,ピロリ菌ってそうか                                                                                                                                                                                                                                                      ,
Morpheme,168#00:21:17#0,そんなオーストラリアでやられたんだ                                                                                                                                                                                                                                              ,
Morpheme,168#00:21:19#0,培養されたと                                                                                                                                                                                                                                                         ,
Morpheme,168#00:21:21#0,あの辺の流れじゃないんだね                                                                                                                                                                                                                                                  ,
Morpheme,168#00:21:23#0,コッホとかさ                                                                                                                                                                                                                                                         ,
Morpheme,168#00:21:25#0,ピタザとシバサブロウとかの流れじゃないんだね                                                                                                                                                                                                                                         ,
Morpheme,168#00:21:27#0,そしてこれは僕が活躍できる可能性                                                                                                                                                                                                                                               ,
Morpheme,168#00:21:29#0,ややありますね                                                                                                                                                                                                                                                        ,
Morpheme,168#00:21:31#0,セレンディピティというか                                                                                                                                                                                                                                                   ,
Morpheme,168#00:21:33#0,そうだねピロリ菌セレンディピティ                                                                                                                                                                                                                                               ,
Morpheme,168#00:21:35#0,よくありますもんね                                                                                                                                                                                                                                                      ,
Morpheme,168#00:21:37#0,気づいたら培養されてたみたいなことって                                                                                                                                                                                                                                            ,
Morpheme,168#00:21:39#0,ほっといたらこうね                                                                                                                                                                                                                                                      ,
Morpheme,168#00:21:41#0,試験館いっぱいに                                                                                                                                                                                                                                                       ,
Morpheme,168#00:21:43#0,キングとオーンってなってたみたいな                                                                                                                                                                                                                                              ,
Morpheme,168#00:21:45#0,うーん                                                                                                                                                                                                                                                            ,
Morpheme,168#00:21:47#0,なるほど                                                                                                                                                                                                                                                           ,
Morpheme,168#00:21:49#0,知識ないんだよなピロリ菌に関して                                                                                                                                                                                                                                               ,
Morpheme,168#00:21:51#0,ヘリコバクターピロリ                                                                                                                                                                                                                                                     ,
Morpheme,168#00:21:53#0,っていう言葉だけ知ってます                                                                                                                                                                                                                                                  ,
Morpheme,168#00:21:55#0,かっこいいからね                                                                                                                                                                                                                                                       ,
Morpheme,168#00:21:57#0,響きがいい単語覚えがちなんだ                                                                                                                                                                                                                                                 ,
Morpheme,168#00:21:59#0,ピロリ菌に対して強そうなんでね                                                                                                                                                                                                                                                ,
Morpheme,168#00:22:01#0,ヘリコバクターヘリコはヘリコプターのヘリコだ                                                                                                                                                                                                                                         ,
Morpheme,168#00:22:03#0,っていうやつですね                                                                                                                                                                                                                                                      ,
Morpheme,168#00:22:05#0,ヘリコとプターからなるってやつですよね                                                                                                                                                                                                                                            ,
Morpheme,168#00:22:07#0,ヘリコは何だって螺旋?                                                                                                                                                                                                                                                    ,
Morpheme,168#00:22:09#0,ヘリックスが螺旋か                                                                                                                                                                                                                                                      ,
Morpheme,168#00:22:11#0,ヘリックスのヘリとヘリコプターのヘリ一緒なんだ                                                                                                                                                                                                                                        ,
Morpheme,168#00:22:13#0,ちょっと視聴者の方ヘリックス                                                                                                                                                                                                                                                 ,
Morpheme,168#00:22:15#0,あーヘリックスだってなんないと思うんで                                                                                                                                                                                                                                            ,
Morpheme,168#00:22:17#0,ヘリックス構造やるでしょ                                                                                                                                                                                                                                                   ,
Morpheme,168#00:22:19#0,化学とかで                                                                                                                                                                                                                                                          ,
Morpheme,168#00:22:21#0,ヘリックス構造で螺旋で                                                                                                                                                                                                                                                    ,
Morpheme,168#00:22:23#0,繋がるやつですよ                                                                                                                                                                                                                                                       ,
Morpheme,168#00:22:25#0,グルコースとかのグルコースじゃねーわ                                                                                                                                                                                                                                             ,
Morpheme,168#00:22:27#0,電分とかの繋がり方アルファヘリックス構造ですよね                                                                                                                                                                                                                                       ,
Morpheme,168#00:22:29#0,知らんけど                                                                                                                                                                                                                                                          ,
Morpheme,168#00:22:31#0,グルコースじゃないかも曖昧で                                                                                                                                                                                                                                                 ,
Morpheme,168#00:22:33#0,武藤くんいけますか?                                                                                                                                                                                                                                                     ,
Morpheme,168#00:22:35#0,何の話でしたっけ?                                                                                                                                                                                                                                                      ,
Morpheme,168#00:22:37#0,ちょっと今別の我だって                                                                                                                                                                                                                                                    ,
Morpheme,168#00:22:39#0,全員                                                                                                                                                                                                                                                             ,
Morpheme,168#00:22:41#0,全員だけどさ                                                                                                                                                                                                                                                         ,
Morpheme,168#00:22:43#0,いや違うわ                                                                                                                                                                                                                                                          ,
Morpheme,168#00:22:45#0,僕すごい反省があるんだけど                                                                                                                                                                                                                                                  ,
Morpheme,168#00:22:47#0,ヘリックス構造多分同じこと雑談会でしゃべって                                                                                                                                                                                                                                         ,
Morpheme,168#00:22:49#0,同じように形成されたんだけど                                                                                                                                                                                                                                                 ,
Morpheme,168#00:22:51#0,あんまりトオ類に対しては言わないですよ                                                                                                                                                                                                                                            ,
Morpheme,168#00:22:53#0,確かに電分は螺旋構造を取りますが                                                                                                                                                                                                                                               ,
Morpheme,168#00:22:55#0,あまりそれをヘリックス構造とは言わないですよと                                                                                                                                                                                                                                        ,
Morpheme,168#00:22:57#0,普通はほにゃららのことを                                                                                                                                                                                                                                                   ,
Morpheme,168#00:22:59#0,アルファヘリックス構造と言われたんだけど                                                                                                                                                                                                                                           ,
Morpheme,168#00:23:01#0,それを忘れてまた同じことをやって                                                                                                                                                                                                                                               ,
Morpheme,168#00:23:03#0,何にも学習しない                                                                                                                                                                                                                                                       ,
Morpheme,168#00:23:05#0,タンパク質?アミノ酸の繋がり方は                                                                                                                                                                                                                                               ,
Morpheme,168#00:23:07#0,何がヘリックス構造なんだろう?                                                                                                                                                                                                                                                ,
Morpheme,168#00:23:09#0,何もわからない                                                                                                                                                                                                                                                        ,
Morpheme,168#00:23:11#0,ググロ                                                                                                                                                                                                                                                            ,
Morpheme,168#00:23:13#0,プチド                                                                                                                                                                                                                                                            ,
Morpheme,168#00:23:15#0,ほんとだ                                                                                                                                                                                                                                                           ,
Morpheme,168#00:23:17#0,これが                                                                                                                                                                                                                                                            ,
Morpheme,168#00:23:19#0,これがヘリックス構造                                                                                                                                                                                                                                                     ,
Morpheme,168#00:23:21#0,アミノ酸の繋がり方                                                                                                                                                                                                                                                      ,
Morpheme,168#00:23:23#0,これはラセンになってないけどな                                                                                                                                                                                                                                                ,
Morpheme,168#00:23:25#0,これだよこれ                                                                                                                                                                                                                                                         ,
Morpheme,168#00:23:27#0,今スマホで                                                                                                                                                                                                                                                          ,
Morpheme,168#00:23:29#0,ホリモさんに画像を見せてもらってるんですけど                                                                                                                                                                                                                                         ,
Morpheme,168#00:23:31#0,これだねこれ                                                                                                                                                                                                                                                         ,
Morpheme,168#00:23:33#0,アミノ酸でした失礼しました                                                                                                                                                                                                                                                  ,
Morpheme,168#00:23:35#0,これがヘリックス構造                                                                                                                                                                                                                                                     ,
Morpheme,168#00:23:37#0,なるほどそれではヘリコプターと一緒なんだ                                                                                                                                                                                                                                           ,
Morpheme,168#00:23:39#0,っていうことで一人でテンションが上がっていた                                                                                                                                                                                                                                         ,
Morpheme,168#00:23:41#0,以上です                                                                                                                                                                                                                                                           ,
Morpheme,168#00:23:43#0,考えましょう                                                                                                                                                                                                                                                         ,
Morpheme,168#00:23:45#0,問題なんだっけヘリコプターじゃなくて                                                                                                                                                                                                                                             ,
Morpheme,168#00:23:47#0,ヘリコバクターピロリ                                                                                                                                                                                                                                                     ,
Morpheme,168#00:23:49#0,ピロリ菌が                                                                                                                                                                                                                                                          ,
Morpheme,168#00:23:51#0,バイオできたんですか                                                                                                                                                                                                                                                     ,
Morpheme,168#00:23:53#0,分離バイオがうまくいかなかった                                                                                                                                                                                                                                                ,
Morpheme,168#00:23:55#0,分離バイオ                                                                                                                                                                                                                                                          ,
Morpheme,168#00:23:57#0,説明お願いします                                                                                                                                                                                                                                                       ,
Morpheme,168#00:23:59#0,普通自然界にはいろんな                                                                                                                                                                                                                                                    ,
Morpheme,168#00:24:01#0,菌とかが混ざってるわけじゃないですか                                                                                                                                                                                                                                             ,
Morpheme,168#00:24:03#0,ピロリ菌だけをバイオしたいわけですよ                                                                                                                                                                                                                                             ,
Morpheme,168#00:24:05#0,だからピロリ菌だけ狙って                                                                                                                                                                                                                                                   ,
Morpheme,168#00:24:07#0,バイオすることですよね分離バイオ                                                                                                                                                                                                                                               ,
Morpheme,168#00:24:09#0,その認識です                                                                                                                                                                                                                                                         ,
Morpheme,168#00:24:11#0,なるほど                                                                                                                                                                                                                                                           ,
Morpheme,168#00:24:13#0,ピロリ菌                                                                                                                                                                                                                                                           ,
Morpheme,168#00:24:15#0,どういう障壁があるのか知らないな                                                                                                                                                                                                                                               ,
