Type,Id,Token
morpheme,13#39:34#0,結構詩意的に決めちゃってる部分もあるんでしょうね
morpheme,13#39:37#0,これは別のもんだって言って
morpheme,13#39:40#0,言ったほうが良いとか
morpheme,13#39:42#0,敵対関係にある言語が
morpheme,13#39:44#0,それぞれ独立したアイデンティティを
morpheme,13#39:47#0,主張するっていうことは
morpheme,13#39:48#0,これはヨーロッパの方では結構あることみたいだし
morpheme,13#39:52#0,ソシュールの本とかにも確かそういう事例
morpheme,13#39:54#0,言語の分け方みたいな話って
morpheme,13#39:55#0,出てきてる気がするんですけどね
morpheme,13#39:58#0,ちょっとまた読み返して
morpheme,13#40:00#0,そういう話もできたらいいかなと思います
morpheme,13#40:02#0,なるほど
morpheme,13#40:05#0,あと僕が日頃暮らしてて
morpheme,13#40:09#0,これ面白いんじゃねえか
morpheme,13#40:10#0,もしかして言語学的に
morpheme,13#40:12#0,ふと思ったやつとかがあるんで
morpheme,13#40:14#0,ちょっと教えてみずの先生のコーナーで
morpheme,13#40:18#0,聞いてみようかなと思うんですけど
morpheme,13#40:23#0,Speculation英単語で
morpheme,13#40:27#0,推測とか討企とかって
morpheme,13#40:30#0,投資の値上がりを期待して
morpheme,13#40:33#0,短期的に出すやつ
morpheme,13#40:35#0,これ推測と討企って
morpheme,13#40:37#0,遠くないですか意味
morpheme,13#40:39#0,全然かぶってなくない?
morpheme,13#40:43#0,なんでこの二つの意味なんだろう
morpheme,13#40:44#0,っていうのがこの間
morpheme,13#40:46#0,バブルの歴史
morpheme,13#40:47#0,History of Speculationっていう本を読んでて
morpheme,13#40:51#0,なんでだろうなってふと思ったんですけど
morpheme,13#40:53#0,なんでですか
morpheme,13#40:55#0,これは多義語ってことですよね
morpheme,13#40:57#0,そのSpeculationっていうのが
morpheme,13#40:58#0,推測と討企っていう
morpheme,13#41:00#0,全然違ってそうな意味を持ってる
morpheme,13#41:02#0,というケースですね
morpheme,13#41:04#0,こういうのは補助線を引くと
morpheme,13#41:05#0,分かりやすくなるんですけど
morpheme,13#41:06#0,それっぽい回答だ
morpheme,13#41:07#0,つまりこの両方から見える本質ってのは
morpheme,13#41:11#0,根拠の低そうなことをすること
morpheme,13#41:14#0,根拠の低そうなことを
morpheme,13#41:15#0,そうだと思うことっていう
morpheme,13#41:18#0,英語はだから推測するっていう
morpheme,13#41:21#0,単語がいくつかあって
morpheme,13#41:23#0,その中にそのうち話し手が
morpheme,13#41:25#0,根拠高そうに思ってるのか
morpheme,13#41:27#0,それとも根拠が低そうだと思ってるのか
morpheme,13#41:29#0,っていうのは
morpheme,13#41:30#0,違う単語としてあって
morpheme,13#41:32#0,根拠が高いことを推測する場合は
morpheme,13#41:33#0,InferとかGatherとかですかね
morpheme,13#41:37#0,を使っていて
morpheme,13#41:38#0,根拠低そうだな
morpheme,13#41:39#0,なんとなくでもこう思うなっていう推測は
morpheme,13#41:41#0,Speculateを使う
morpheme,13#41:43#0,そこでだからそこから根拠低そうな
morpheme,13#41:45#0,もしかしたら間違ってるかもしれないような
morpheme,13#41:48#0,ふわっとした根拠で
morpheme,13#41:50#0,物事を考えるっていうところから
morpheme,13#41:53#0,根拠のなさそうな
morpheme,13#41:54#0,投資商品を買うっていう意味になったんだと
morpheme,13#41:57#0,考えられるということです
morpheme,13#41:59#0,チューリップの急根目が上がるに近いないっていう
morpheme,13#42:01#0,角度の低い推測をしてるから
morpheme,13#42:04#0,陶器が生まれる
morpheme,13#42:05#0,そうですね
morpheme,13#42:07#0,っていうことだと思います
morpheme,13#42:09#0,すっきりしますね
morpheme,13#42:13#0,僕も最近思ったやつ一個言っていいですか
morpheme,13#42:16#0,是非是非
morpheme,13#42:17#0,最後にちょっと僕が今日ですね
morpheme,13#42:19#0,今日ここに来るまでにちょっと思ったこと
morpheme,13#42:21#0,なんですけど
morpheme,13#42:22#0,フレッシュなネタですね
morpheme,13#42:23#0,新鮮な
morpheme,13#42:25#0,今日お昼ご飯食べてから来たんですけど
morpheme,13#42:29#0,トンカツ出してる店だったんですけど
morpheme,13#42:32#0,店員さんがおソース持ってってって
morpheme,13#42:35#0,キッチン内で言っていて
morpheme,13#42:37#0,ソースにおつけるんだって思って
morpheme,13#42:39#0,ちょっと気持ち悪くてなりますね
morpheme,13#42:41#0,ただねなんで気持ち悪いって思うかって言うと
morpheme,13#42:44#0,一般的にはおっていうのは
morpheme,13#42:46#0,山と言葉や和語につける経緯の言葉で
morpheme,13#42:50#0,漢語の場合は語ですよね普通は
morpheme,13#42:52#0,そうか気にしたことなかった
morpheme,13#42:55#0,そうなんだいたいね
morpheme,13#42:56#0,漢語には語をつける
morpheme,13#42:57#0,あれ違ったっけ
morpheme,13#42:59#0,そうだと思いますね
morpheme,13#43:00#0,ご家族
morpheme,13#43:01#0,いやでも違うな
morpheme,13#43:02#0,違うな別に
morpheme,13#43:04#0,そんなこともないか
morpheme,13#43:06#0,そうでもないのか
morpheme,13#43:07#0,ただね外来語には普通経緯の
morpheme,13#43:11#0,まあそのおとか語とかつけないんですよね
morpheme,13#43:14#0,まあそれはそうですね
morpheme,13#43:15#0,そうでただ例外があって
morpheme,13#43:18#0,日本語に馴染んで
morpheme,13#43:20#0,もう日本語だと母語話者が
morpheme,13#43:22#0,なんとなく認知したぐらいのタイミングでは
morpheme,13#43:25#0,外来語にはおをつけるという事例があって
morpheme,13#43:29#0,なんだと思います
morpheme,13#43:31#0,カタカナ語でおをつけて
morpheme,13#43:33#0,カタカナ語におをつける
morpheme,13#43:35#0,そんな言葉ある
morpheme,13#43:36#0,あるんですよ
morpheme,13#43:37#0,僕が知ってる限り一つだけその事例があって
morpheme,13#43:40#0,それだけだと思ってたら
morpheme,13#43:40#0,ソースもそうなんだって
morpheme,13#43:41#0,思ったっていう感じなんですけど
morpheme,13#43:43#0,身近なもので言うと
morpheme,13#43:46#0,おカレンダーとか
morpheme,13#43:47#0,おカメラとか言わないですもんね
morpheme,13#43:49#0,今日ちなみに僕ね
morpheme,13#43:51#0,堀本さんに見せたものです
morpheme,13#43:53#0,え?
morpheme,13#43:55#0,今日見せたもの?
morpheme,13#43:57#0,おタブレットじゃないですよね
morpheme,13#43:59#0,おタブレットでもおスマホでもないです
morpheme,13#44:03#0,いやでも出てこなさそうだな
morpheme,13#44:08#0,え?今日見せたもの?
morpheme,13#44:15#0,ちょっとね
morpheme,13#44:16#0,聞いていただいてる方は
morpheme,13#44:17#0,なんのこっちゃってことだと思うので
morpheme,13#44:19#0,聞いていただいた方にとっては
morpheme,13#44:20#0,分かんないと思うんで
morpheme,13#44:22#0,カメラ回ってないとこで
morpheme,13#44:23#0,渡したんであれなんですけど
morpheme,13#44:25#0,僕ほら
morpheme,13#44:27#0,キンキンに冷えたあれ持ってきませんでした
morpheme,13#44:29#0,ビールね
morpheme,13#44:32#0,そうなんですよ
morpheme,13#44:33#0,ビールはおビールっていう言い方ができるんですよ
morpheme,13#44:37#0,それだけだと僕は思ってたんですけど
morpheme,13#44:39#0,おソースを聞いて
morpheme,13#44:40#0,ソースもそれを言えるようなぐらい
morpheme,13#44:43#0,日本語の話者にとって認知された
morpheme,13#44:45#0,外来語になったんだと思って
morpheme,13#44:46#0,感動を覚えたんですよ
morpheme,13#44:48#0,なるほどね
morpheme,13#44:49#0,確かに旅館のお神さんとか
morpheme,13#44:52#0,おビールは何杯お持ちしますか?
morpheme,13#44:53#0,って言いますよね
morpheme,13#44:55#0,そうっていうじゃないですか
morpheme,13#44:57#0,あれね本当は
morpheme,13#44:58#0,おタブレットって言われてるくらい
morpheme,13#45:00#0,変なことなんですけど
morpheme,13#45:00#0,違和感を持ってないのは
morpheme,13#45:02#0,ビール日本語か?みたいな
morpheme,13#45:03#0,そういう感じだと思うんですよね
morpheme,13#45:05#0,これがねだからおタブレットで
morpheme,13#45:07#0,気持ち悪いと思うのに
morpheme,13#45:08#0,おビールおソースで
morpheme,13#45:10#0,ん?って思わないっていうのは
morpheme,13#45:12#0,もうめっちゃくちゃ主観というかね
morpheme,13#45:14#0,そうですね
morpheme,13#45:14#0,全然はっきりとした
morpheme,13#45:16#0,こうなんだろうね
morpheme,13#45:18#0,枠組みというか
morpheme,13#45:20#0,切れ目はないんで
morpheme,13#45:22#0,ここもすごいやっぱ面白いところですね
morpheme,13#45:23#0,そしてそういう
morpheme,13#45:24#0,おビールそしておソースみたいな単語が
morpheme,13#45:27#0,生まれてくる瞬間に立ち会ったかもしれない
morpheme,13#45:29#0,という興奮がありましたね
morpheme,13#45:31#0,はぁ
morpheme,13#45:32#0,だからもしかしたら
morpheme,13#45:34#0,20年後くらいにはおスマホお持ちしましょうか?
morpheme,13#45:36#0,全然あるかもしれないですよね
morpheme,13#45:38#0,なんかクロークとかに行って
morpheme,13#45:41#0,おコートお預かりしてましたとか
morpheme,13#45:44#0,おスマホお返ししましょうか
morpheme,13#45:45#0,みたいなことって
morpheme,13#45:46#0,今の人からすると
morpheme,13#45:46#0,なにそれみたいな
morpheme,13#45:47#0,気持ち悪いですね
morpheme,13#45:48#0,思いますけど
morpheme,13#45:49#0,そうそうそういうようなことがあって
morpheme,13#45:52#0,これもだからね
morpheme,13#45:53#0,やっぱそのおビールっていう事例が
morpheme,13#45:55#0,例外ってこと知ってる状態で
morpheme,13#45:57#0,あのキッチンの声を聞いてたからこそ
morpheme,13#45:59#0,僕は面白がれたというかね
morpheme,13#46:01#0,そうおソースで面白がれたっていう
morpheme,13#46:03#0,へぇ
morpheme,13#46:06#0,いや面白いな
morpheme,13#46:07#0,おぉ良かった
morpheme,13#46:09#0,日常会話というか
morpheme,13#46:11#0,店入るだけでそんな発見がある
morpheme,13#46:13#0,いいですね
morpheme,13#46:14#0,そうそうそう
morpheme,13#46:15#0,いやだから言語学の喜び
morpheme,13#46:17#0,言語学というか
morpheme,13#46:17#0,言語にまつわるね
morpheme,13#46:20#0,知識とかっていうのの喜びの一つは
morpheme,13#46:22#0,それですよね
morpheme,13#46:23#0,そのボホワシャっていう
morpheme,13#46:26#0,はっきりとした論理とか理論に基づいて
morpheme,13#46:29#0,言語を使ってない人たちの
morpheme,13#46:31#0,実態を観察することで
morpheme,13#46:33#0,こんな新しい法則性が生まれてるんだ
morpheme,13#46:35#0,みたいなものが
morpheme,13#46:36#0,ボンボンボンボン生まれているっていうの
morpheme,13#46:38#0,面白いですよね
morpheme,13#46:39#0,だってそれ
morpheme,13#46:40#0,日々飛び交ってないと無理ですもんね
morpheme,13#46:42#0,その観察は
morpheme,13#46:44#0,僕大学でコンピュータサイエンスを
morpheme,13#46:45#0,一生懸命やってたんですけど
morpheme,13#46:48#0,ダイクストラショーテストパスアルゴリズムとかは
morpheme,13#46:51#0,普段飛び交ってないんだ
morpheme,13#46:52#0,なんだそれ
morpheme,13#46:55#0,せっかくこのアルゴリズム習ったけどなぁ
morpheme,13#46:57#0,みたいな
morpheme,13#46:57#0,山登り法とか焼きなまし法とか習っても
morpheme,13#47:01#0,それ飛び交ってないんだよな
morpheme,13#47:02#0,知らないですね
morpheme,13#47:04#0,だからこれ焼きなまし法のやつだって
morpheme,13#47:05#0,ならないから
morpheme,13#47:07#0,そこですね
morpheme,13#47:08#0,そうですね言語学の面白さは
morpheme,13#47:10#0,そこにあるかなという気がしますね
morpheme,13#47:12#0,皆さんの日常を楽しくする
morpheme,13#47:14#0,ゆる言語学ラジオ
morpheme,13#47:15#0,こんな感じでやっていきたいと思いますので
morpheme,13#47:17#0,どうもどうもよろしくお願いします
morpheme,13#47:19#0,でですね
morpheme,13#47:22#0,あと告知事項がいっぱいあるんで
morpheme,13#47:24#0,今日いっぱい喋っても許される回
morpheme,13#47:28#0,いっぱい告知しておこうかなと
morpheme,13#47:30#0,思うんですけど
morpheme,13#47:32#0,まずですね
morpheme,13#47:34#0,ツイッターアカウントが解説されております
morpheme,13#47:38#0,いえい
morpheme,13#47:40#0,そのツイッターアカウントが
morpheme,13#47:42#0,僕と水野さんが
morpheme,13#47:44#0,レギュレーションなしで
morpheme,13#47:45#0,適当に運用する
morpheme,13#47:48#0,ことになってますんで
morpheme,13#47:49#0,多分言語学っぽい話とかを
morpheme,13#47:52#0,ふと思いついた時とかに
morpheme,13#47:54#0,なんか水野さんが
morpheme,13#47:56#0,語源の話ツイートする
morpheme,13#47:59#0,なんかこのラジオのリスナーに
morpheme,13#48:01#0,ないそうだなと思ったことを僕らが言うんで
morpheme,13#48:03#0,なんか面白うんちくみたいなのが
morpheme,13#48:05#0,聞きたいなっていう方は
morpheme,13#48:07#0,フォローしていただけると
morpheme,13#48:09#0,幸せになれると思いますので
morpheme,13#48:11#0,雑に絡んでください
morpheme,13#48:12#0,もちろん更新告知みたいなのもね
morpheme,13#48:15#0,するし
morpheme,13#48:17#0,制作の裏側みたいな話も
morpheme,13#48:19#0,できたらいいなと思いますんで
morpheme,13#48:21#0,ぜひですね
morpheme,13#48:21#0,これ聞いてるよっていう方は
morpheme,13#48:23#0,これをフォローしていただきたいですね
morpheme,13#48:25#0,なんなら拡散していただきたい
morpheme,13#48:26#0,そうですね
morpheme,13#48:27#0,なんなら必ず2人以上の人に教えてほしい
morpheme,13#48:30#0,全員がね
morpheme,13#48:31#0,懸命みたいな感じで
morpheme,13#48:33#0,2のN乗で増えてきますから
morpheme,13#48:35#0,6時隔たってるだけで
morpheme,13#48:36#0,結構な数になる
morpheme,13#48:38#0,そういうもんになりますんで
morpheme,13#48:41#0,このね
morpheme,13#48:42#0,ツイッターのフォロワー数が
morpheme,13#48:43#0,一定数まで達すると
morpheme,13#48:46#0,ゆる言語のラジオって
morpheme,13#48:47#0,こんなに聞いてくれてる人いるんだなと
morpheme,13#48:49#0,いうことを僕が認識してですね
morpheme,13#48:51#0,より積極的な施策がやりやすく
morpheme,13#48:55#0,レバレッジの倍数が増えるかもしれない
morpheme,13#48:58#0,よっしゃもっと金使ったろうもね
morpheme,13#49:01#0,気持ちになったりとか
morpheme,13#49:02#0,あとねこれも考えてるんですけど
morpheme,13#49:04#0,チャンネル分割みたいなことも
morpheme,13#49:06#0,できるなと思っていて
morpheme,13#49:07#0,YouTubeのチャンネル
morpheme,13#49:08#0,結構ごちゃごちゃになってるんですよね
morpheme,13#49:10#0,気持ち悪いなぁと思って
morpheme,13#49:11#0,ああそうかそうかなるほどね
morpheme,13#49:13#0,独立したチャンネルにして
morpheme,13#49:14#0,できればゆる言語が
morpheme,13#49:15#0,グラジオっていうチャンネルとかに
morpheme,13#49:16#0,したいなみたいなことも
morpheme,13#49:18#0,ぼんやり考えつつ
morpheme,13#49:19#0,ただそれあれなんですよね
morpheme,13#49:21#0,YouTubeの収益化ハードルが
morpheme,13#49:23#0,昨今高くなっておりましてですね
morpheme,13#49:25#0,一定数のチャンネル登録者になって
morpheme,13#49:26#0,収益化しないと
morpheme,13#49:30#0,お金が入ってこないと
morpheme,13#49:31#0,僕のレバレッジが
morpheme,13#49:33#0,取られていくわけなので
morpheme,13#49:34#0,レバレッジをかけたら
morpheme,13#49:35#0,僕が赤字になっていって
morpheme,13#49:37#0,悲しいって感じなんで
morpheme,13#49:38#0,スペキレーションになっちゃいますね
morpheme,13#49:39#0,そうなんですよね
morpheme,13#49:42#0,角度の低い目測になってしまうので
morpheme,13#49:44#0,それはやだなということで
morpheme,13#49:46#0,収益化できそうだぞと
morpheme,13#49:47#0,チャンネル分割しても
morpheme,13#49:49#0,っていう手応えがあったら
morpheme,13#49:50#0,分割しようかなと
morpheme,13#49:51#0,いうことを思ってますんで
morpheme,13#49:52#0,このTwitterのフォロワーっていうのが
morpheme,13#49:53#0,一つのKPIになるかなと
morpheme,13#49:56#0,100人ぐらいいたらね
morpheme,13#49:58#0,そうですね
morpheme,13#49:59#0,そんないる世界
morpheme,13#50:00#0,ちょっとまだ想像できない
morpheme,13#50:02#0,でもコンテンツがいいんで
morpheme,13#50:04#0,すぐいけるんじゃないかなと
morpheme,13#50:05#0,僕は思ってるんですけどね
morpheme,13#50:07#0,みたいなことも思ってますんで
morpheme,13#50:08#0,DMも僕とみずのさんが多分見るんで
morpheme,13#50:11#0,なんかザックバラに会話したいぞ
morpheme,13#50:13#0,っていう時も
morpheme,13#50:14#0,そこに送っていただけると
morpheme,13#50:15#0,早いかもしれません
morpheme,13#50:16#0,そうですね
morpheme,13#50:18#0,はいっていうのが告知事項その1
morpheme,13#50:20#0,まだある
morpheme,13#50:22#0,まだまだあります
morpheme,13#50:25#0,Podcastこれね
morpheme,13#50:26#0,YouTubeで見てくれてる人が
morpheme,13#50:28#0,おおむね250人とか300人ぐらいかな
morpheme,13#50:32#0,ぐらいは見てくれてるんですけど
morpheme,13#50:34#0,Podcastはね
morpheme,13#50:35#0,多分聞いてくれてる人3、40人
morpheme,13#50:38#0,ああうち1人僕ですわ
morpheme,13#50:40#0,それ言ったらうち1人僕なんですよ
morpheme,13#50:43#0,という感じになってるんで
morpheme,13#50:45#0,音声もありますよ
morpheme,13#50:46#0,というアナウンスでして
morpheme,13#50:49#0,なんか例えばね
morpheme,13#50:50#0,おすすめの使い方としては
morpheme,13#50:51#0,動画を見た後にね
morpheme,13#50:53#0,動画がかなりテロップで
morpheme,13#50:55#0,情報補足があるんですよ
morpheme,13#50:58#0,なんでこれをね
morpheme,13#50:59#0,初見で見ていただけると
morpheme,13#51:01#0,すごく嬉しいと
morpheme,13#51:03#0,なぜならテロップをつけるのに
morpheme,13#51:04#0,6時間ぐらいかかっているから
morpheme,13#51:06#0,そしてそこにもね
morpheme,13#51:07#0,やっぱりレバレッジというかね
morpheme,13#51:08#0,編集費がかかっているわけで
morpheme,13#51:09#0,外注したりもしてますんで
morpheme,13#51:12#0,なのでそれもぜひ見て欲しいんですけど
morpheme,13#51:14#0,まあそれ見終わった後にね
morpheme,13#51:16#0,だからよくあるパターンが
morpheme,13#51:18#0,なんか言われた単語が
morpheme,13#51:20#0,脳内で変換できてない
morpheme,13#51:22#0,というのが多分あると思うんですけど
morpheme,13#51:23#0,それは本当テロップを見てね
morpheme,13#51:27#0,保管されている状態で
morpheme,13#51:27#0,音声を聞くと
morpheme,13#51:29#0,音声メディアの弱さが
morpheme,13#51:31#0,克服されるなと
morpheme,13#51:32#0,そうですね
morpheme,13#51:32#0,あのやっぱ僕も
morpheme,13#51:33#0,身振り手振りを使った例えとか
morpheme,13#51:35#0,しちゃったりすることとかがあるので
morpheme,13#51:37#0,YouTubeで見ていただけると
morpheme,13#51:38#0,素敵な編集もしてもらってるんで
morpheme,13#51:40#0,そうですね
morpheme,13#51:41#0,でその後にそうですね
morpheme,13#51:42#0,Spotifyとか
morpheme,13#51:43#0,そうそうそう
morpheme,13#51:43#0,音声コンテンツで
morpheme,13#51:44#0,復習がてら使ってもらうと
morpheme,13#51:47#0,するとすごく
morpheme,13#51:49#0,僕が幸せになります
morpheme,13#51:51#0,僕も幸せになります
morpheme,13#51:52#0,なんかいろんな人聞いてくれてるな
morpheme,13#51:54#0,っていう気持ちになります
morpheme,13#51:55#0,そうですね
morpheme,13#51:56#0,全然それ1人が2回聞いてるだけなんで
morpheme,13#51:57#0,あれなんですけど
morpheme,13#51:59#0,気持ち的にね
morpheme,13#51:59#0,すごい良いなっていう気がするんで
morpheme,13#52:01#0,そんな感じで自由に使っていただければと
morpheme,13#52:03#0,はい
morpheme,13#52:04#0,思うんですが
morpheme,13#52:04#0,両方ありますよと
morpheme,13#52:06#0,いうことをお伝えしてるのと
morpheme,13#52:08#0,あとですね
morpheme,13#52:09#0,各Bodcastプラットフォームで
morpheme,13#52:12#0,だいたい評価できるんですよ
morpheme,13#52:14#0,星5つ
morpheme,13#52:16#0,でレビューも書けるんですよ
morpheme,13#52:16#0,なんだったら
morpheme,13#52:17#0,だいたいのプラットフォーム
morpheme,13#52:19#0,だからぜひ
morpheme,13#52:20#0,レビューを皆さん書いてくれると
morpheme,13#52:23#0,直球でね
morpheme,13#52:23#0,はちゃめちゃに励みになるんですよ
morpheme,13#52:25#0,これが
morpheme,13#52:26#0,なんかね
morpheme,13#52:26#0,僕ねでもSpotify見たら
morpheme,13#52:28#0,1人星5つけてくださってる方
morpheme,13#52:29#0,いましたよもう
morpheme,13#52:30#0,あ
morpheme,13#52:31#0,あのアップルにもいました
morpheme,13#52:32#0,マジですか
morpheme,13#52:33#0,星5つけてる方が
morpheme,13#52:34#0,神ですよね
morpheme,13#52:35#0,神です
morpheme,13#52:36#0,でね
morpheme,13#52:36#0,レビュー評価1件だとね
morpheme,13#52:38#0,星5になってますけどね
morpheme,13#52:40#0,こっからです
morpheme,13#52:40#0,こっからまあばらけていくかな
morpheme,13#52:42#0,って気がするんですけど
morpheme,13#52:43#0,楽しんでいただける方は
morpheme,13#52:44#0,ぜひ星5つけていただければ
morpheme,13#52:45#0,そうですね
morpheme,13#52:46#0,良いかなと
morpheme,13#52:47#0,楽しんでない方は筆置いていただいて
morpheme,13#52:50#0,できれば書かずに
morpheme,13#52:51#0,去ってくれると
morpheme,13#52:52#0,僕としては嬉しいですけどね
morpheme,13#52:55#0,まあなんで
morpheme,13#52:55#0,あの
morpheme,13#52:55#0,まあそんな感じでね
morpheme,13#52:56#0,お願いがいっぱいあって
morpheme,13#52:58#0,恐縮なんで
morpheme,13#52:58#0,最初に投げせんのお願いとかもしたんで
morpheme,13#53:00#0,いっぱいあって恐縮なんですけどね
morpheme,13#53:03#0,その辺の成果が出ないと
morpheme,13#53:04#0,辞めますんで
morpheme,13#53:04#0,そうなんですよね
morpheme,13#53:05#0,やっぱちょっと
morpheme,13#53:06#0,熱意だけでは
morpheme,13#53:07#0,なんともならない
morpheme,13#53:08#0,そうですね
morpheme,13#53:08#0,ところもありますから
morpheme,13#53:09#0,誰のためにもなってないな
morpheme,13#53:11#0,と思ったら辞めるしかないので
morpheme,13#53:13#0,なのでですね
morpheme,13#53:14#0,本当無理ない範囲でいいんで
morpheme,13#53:15#0,強制されてお金を出すと
morpheme,13#53:17#0,幸福度がマイナスになるので
morpheme,13#53:19#0,それはやめます
morpheme,13#53:19#0,でもね自発的に
morpheme,13#53:21#0,そうそう
morpheme,13#53:22#0,全然無理しなくていいんで
morpheme,13#53:23#0,別にね
morpheme,13#53:23#0,金銀線のサポートがなくても
morpheme,13#53:24#0,フォローしていただけるだけでも
morpheme,13#53:25#0,嬉しいですし
morpheme,13#53:26#0,なんであの
morpheme,13#53:27#0,Twitterのフォローとかね
morpheme,13#53:28#0,もう気が向いたときに
morpheme,13#53:29#0,すぐできると思いますんで
morpheme,13#53:30#0,やっていただけると嬉しいぞと
morpheme,13#53:32#0,いうお知らせですね
morpheme,13#53:34#0,はい
morpheme,13#53:36#0,あと
morpheme,13#53:38#0,何が受けるのか
morpheme,13#53:40#0,っていうのをちょっと知りたい
morpheme,13#53:41#0,そうなんですよね
morpheme,13#53:43#0,水野さんが不安があってましたね
morpheme,13#53:44#0,結構その今まで
morpheme,13#53:47#0,いろんなジャンルの
morpheme,13#53:48#0,全然統一感のない話を
morpheme,13#53:50#0,例えばあるときは英文法やって
morpheme,13#53:52#0,あるときは日本語と英語の表現の
morpheme,13#53:54#0,発想の違いをやって
morpheme,13#53:56#0,あるときは
morpheme,13#53:57#0,例えば語源うんちく話を
morpheme,13#53:58#0,ずっとするみたいなこととかを
morpheme,13#53:59#0,やったんで
morpheme,13#54:00#0,どれが受けて
morpheme,13#54:01#0,どれが受けないのかっていうのが
morpheme,13#54:03#0,ちょっとこちらとしては
morpheme,13#54:04#0,まだ見えてなくて
morpheme,13#54:05#0,手探りで二人が面白そうだな
morpheme,13#54:07#0,と思うことをやってるっていう
morpheme,13#54:09#0,状態なんで
morpheme,13#54:10#0,これが特に面白かったの
morpheme,13#54:12#0,これでしたとかっていうのもらえると
morpheme,13#54:14#0,なんか過去一面白かったですとか
morpheme,13#54:16#0,過去一つまんなかったでも
morpheme,13#54:18#0,傷つきながら見ますから
morpheme,13#54:20#0,そういうコメントももらえると
morpheme,13#54:22#0,僕らとしてはすごい
morpheme,13#54:23#0,その後に作るものが
morpheme,13#54:25#0,より良くなるっていう意味で
morpheme,13#54:26#0,嬉しいですね
morpheme,13#54:27#0,そうですね
morpheme,13#54:28#0,なんで忌憚のない意見を
morpheme,13#54:30#0,気楽に書き込んでいただける
morpheme,13#54:31#0,どこのプラットフォームで
morpheme,13#54:33#0,なんでもいいので
morpheme,13#54:35#0,書き込んでいただけると良いな
morpheme,13#54:36#0,という感じですね
morpheme,13#54:38#0,あとですね
morpheme,13#54:39#0,問い合わせフォームも設置してますんで
morpheme,13#54:42#0,Googleフォームで
morpheme,13#54:42#0,特命で送れるようになってますんで
morpheme,13#54:44#0,こちらにもご意見とか
morpheme,13#54:46#0,特命で言いたいことがあったら
morpheme,13#54:49#0,送っていただければと思います
morpheme,13#54:51#0,はいというわけで
morpheme,13#54:52#0,めちゃくちゃ小口で
morpheme,13#54:53#0,本当すみませんでした
morpheme,13#54:55#0,飛ばした人もいるから
morpheme,13#54:57#0,ということで
morpheme,13#54:57#0,めちゃくちゃ小口だったんですけれども
morpheme,13#54:59#0,本当に皆さんからのご支援で
morpheme,13#55:01#0,なんとかやっていけますんで
morpheme,13#55:03#0,気が向いた時にでも
morpheme,13#55:04#0,ぜひなんかこれやってやろうっていうのを
morpheme,13#55:07#0,していただけると嬉しいです
morpheme,13#55:10#0,ということで
morpheme,13#55:10#0,今回も終わりにしたいと思います
morpheme,13#55:13#0,YouTubeのチャンネル登録
morpheme,13#55:13#0,高評価、ポッドキャスト
morpheme,13#55:15#0,高評価よろしくお願いします
morpheme,13#55:16#0,お願いします
morpheme,13#55:17#0,以上ありがとうございました
morpheme,13#55:18#0,part� when
morpheme,18#00:00#0,ゆる言語学ラジオ
morpheme,18#00:03#0,はいということでゆる言語学ラジオ 今回はソシュールの3回目ですかね
morpheme,18#00:08#0,最終回ですね
morpheme,18#00:09#0,おほいいですね
morpheme,18#00:12#0,今までソシュールの第1回では 言語学が研究しなきゃいけない
morpheme,18#00:17#0,のはね 乱句の教示体しかないということ
morpheme,18#00:20#0,を言い そして次に言語記号の c 性と線上
morpheme,18#00:23#0,性っていう行理からいろんな言語 の特性が導き出せるよっていう
morpheme,18#00:27#0,話を第2回でしてきましたけど 最後ですねソシュールが本当に
morpheme,18#00:33#0,言いたかったことみたいなこと とかソシュールが言ったことから
morpheme,18#00:36#0,勝手に僕が妄想したこととかを お話ししていけたらと思います
morpheme,18#00:40#0,ありがとうございます楽しみです
morpheme,18#00:44#0,じゃあ最後ですけどソシュール のすごいポイント3からまずいきます
morpheme,18#00:47#0,ね これが意味そして音素は体系をな
morpheme,18#00:53#0,しているというような指摘
morpheme,18#00:55#0,最初からいきなりさっぱりわから なかった
morpheme,18#00:59#0,おさらいしておきますと音素っていう のは第2回で説明したと思います
morpheme,18#01:03#0,が 各個別言語ごとの音のグループ
morpheme,18#01:06#0,分けみたいなものですね 英語ではラもLとRという音素になってる
morpheme,18#01:12#0,けど 日本語ではラは一つの音素
morpheme,18#01:16#0,そうですね RとLの区別ないのが日本語の音素
morpheme,18#01:19#0,です マジでしたね
morpheme,18#01:20#0,その意味と音素この2つが体系をな しているということだったんですけど
morpheme,18#01:25#0,体系ってのはなんじゃいと わからないぞということなので
morpheme,18#01:28#0,ちょっとここで例えを出してみます 25メートルプールがあってそこの
morpheme,18#01:34#0,縦にも横にも1メートル間隔で 浮きを置いていくと
morpheme,18#01:41#0,その浮きを縦横で紐で繋いだ状態 を想像してもらえますか
morpheme,18#01:47#0,だからプールには必ず浮きの紐 によって囲まれた空間が
morpheme,18#01:51#0,縦横に渡してるんですか 縦横に一ずつ
morpheme,18#01:55#0,西方形がいっぱいできてるイメージ 1メートル四方の西方形がたくさん
morpheme,18#01:58#0,できてるイメージ 今のこのプールの中の1メートル
morpheme,18#02:03#0,で囲まれてるそれぞれが単語の 意味だというふうに思ってちょっと
